accession	description	tax_id	sub_species	base_count	first_public
U64529	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS251 allele, complete cds.	7237		3491	1996-08-16
U64533	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS267 allele, complete cds.	7237		3465	1996-08-16
AB669834	Drosophila rufa Adh gene for alcohol dehydrogenase, partial cds, strain: EH091.	67533		838	2014-01-02
AB669882	Drosophila bicornuta Adh gene for alcohol dehydrogenase, partial cds, strain: BOG1.	112146		838	2014-01-02
AF136694	Drosophila americana americana G96.11Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
AF459753	Drosophila biarmipes alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	125945		290	2002-05-16
AF459772	Drosophila lini alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	74550		290	2002-05-16
EF560573	Drosophila brncici pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.	306027		622	2008-05-01
U64546	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS322 allele, complete cds.	7237		3504	1996-08-16
U64557	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS352 allele, complete cds.	7237		3457	1996-08-16
AB669824	Drosophila asahinai Adh gene for alcohol dehydrogenase, partial cds, strain: TKNM1.	154832		839	2014-01-02
AB669858	Drosophila barbarae Adh gene for alcohol dehydrogenase, partial cds, strain: MMY317.	137354		833	2014-01-02
AB669864	Drosophila kikkawai Adh gene for alcohol dehydrogenase, partial cds, strain: NAHA1.	30033		832	2014-01-02
AF136682	Drosophila americana americana G96.47Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
AF136688	Drosophila americana americana G96.33Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
L78928	Drosophila mimica (strain 15292-2561.9) alcohol dehydrogenase gene, partial cds.	7270		822	1996-06-25
AF136659	Drosophila americana americana G96.14X alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
AF459775	Drosophila triauraria alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	67534		290	2002-05-16
AY804554	Drosophila santomea strain STO.4 alcohol dehydrogenase (Adh) gene, partial cds.	129105		759	2005-10-06
U64539	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS295 allele, complete cds.	7237		3489	1996-08-16
U76473	Drosophila hydei strain 5 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	7224		897	1996-11-19
U76477	Drosophila hydei strain 9 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	7224		897	1996-11-19
AH011594	Drosophila biauraria strain 14028-0501.0 alcohol dehydrogenase (Adh) gene, partial cds.	73155		565	2016-04-08
AY340307	Drosophila americana pop-variant NN00.09Y alcohol dehydrogenase (Adh) gene, partial cds.	40366		881	2003-08-13
AY541093	Drosophila innubila strain CH2_M3 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	198719		555	2004-12-13
AY541097	Drosophila innubila strain CH3_M70 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	198719		555	2004-12-13
AY874369	Drosophila subobscura strain line 21 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241		1406	2005-05-31
AB703325	Drosophila tolteca Adh gene for alcohol dehydrogenase, partial cds, clone: D.tolteca.	7259		405	2012-03-18
AF136651	Drosophila americana americana D.am-.1X alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
AF136676	Drosophila americana americana D.am-.1Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
AY340288	Drosophila americana pop-variant NN00.03X alcohol dehydrogenase (Adh) gene, partial cds.	40366		881	2003-08-13
AY340299	Drosophila americana pop-variant DN01.05Y alcohol dehydrogenase (Adh) gene, partial cds.	40366		881	2003-08-13
AY340303	Drosophila americana pop-variant NN97.09Y alcohol dehydrogenase (Adh) gene, partial cds.	40366		881	2003-08-13
LC057203	Drosophila lutescens Adh gene for alcohol dehydrogenase, partial cds, strain: AK96-3.	51159		837	2019-06-04
AB703321	Drosophila helvetica Adh gene for alcohol dehydrogenase, partial cds, clone: D.helvetica.	77129		405	2012-03-18
AB932669	Drosophila putrida Adh gene for alcohol dehydrogenase, partial cds, strain: E-22401.	38840		856	2014-10-26
AF476924	Drosophila quadraria strain 14028-0651.0 alcohol dehydrogenase (Adh) gene, partial cds.	67532		405	2002-04-26
AY340296	Drosophila americana pop-variant DN01.01Y alcohol dehydrogenase (Adh) gene, partial cds.	40366		881	2003-08-13
AY364497	Drosophila mojavensis strain MJS 84 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	7230		880	2004-01-30
AY874370	Drosophila subobscura strain line 22 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241		1406	2005-05-31
EF560580	Drosophila pavani pop-variant La Florida alcohol dehydrogenase (adh) gene, partial cds.	306031		626	2008-05-01
AB703317	Drosophila ambigua Adh gene for alcohol dehydrogenase, partial cds, clone: D.ambigua.	7216		405	2012-03-18
AF136654	Drosophila americana americana D.am-.3X alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
AY340283	Drosophila americana pop-variant DN01.05X alcohol dehydrogenase (Adh) gene, partial cds.	40366		881	2003-08-13
AY364510	Drosophila mojavensis strain MJS 14 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	7230		879	2004-01-30
AY364515	Drosophila mojavensis strain MJS 93 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	7230		879	2004-01-30
AY364519	Drosophila mojavensis strain MJS 87 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	7230		879	2004-01-30
AY874365	Drosophila subobscura strain line 7 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241		1406	2005-05-31
AY874373	Drosophila subobscura strain line 33 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241		1419	2005-05-31
AY364494	Drosophila mojavensis strain MJS 36 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	7230		880	2004-01-30
AB932650	Drosophila cardini Adh gene for alcohol dehydrogenase, partial cds, strain: E-17701.	133981		833	2014-10-26
AY541089	Drosophila innubila strain CH1_M2 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	198719		555	2004-12-13
AY044128	Drosophila ruberrima alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	98362		720	2002-08-06
AY044129	Drosophila neohypocausta alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	157057		747	2002-08-06
AY154841	Drosophila arizonae strain ARTU 14 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7263		879	2003-03-03
AY364505	Drosophila mojavensis strain MJS 147.2F alcohol dehydrogenase 1 (Adh1) gene, complete cds.	7230		880	2004-01-30
AY154858	Drosophila arizonae strain ARTU 14 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7263		880	2003-03-03
AB669887	Drosophila mayri Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0591.01.	137074		836	2014-01-02
AB669888	Drosophila orosa Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0611.00.	137076		839	2014-01-02
AY154846	Drosophila arizonae strain ARTU 36 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7263		879	2003-03-03
AY340289	Drosophila americana pop-variant NN00.04-8X alcohol dehydrogenase (Adh) gene, partial cds.	40366		852	2003-08-13
M17830	D.melanogaster (strain Fr-S) alcohol dehydrogenase gene (allele Adh-S), complete cds.	7227		2722	1991-07-01
M17832	D.melanogaster (strain Ja-S) alcohol dehydrogenase gene (allele Adh-S), complete cds.	7227		2727	1991-07-01
M17836	D.melanogaster (strain Af-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.	7227		2770	1991-07-01
AB669855	Drosophila watanabei Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0531.02.	94109		825	2014-01-02
AB932645	Drosophila acutilabella Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2171.10.	133978		845	2014-10-26
AY044124	Drosophila kohkoa alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	88883		725	2002-08-06
AY044125	Drosophila siamana alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	157059		725	2002-08-06
AY154840	Drosophila arizonae strain ARTU 10 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7263		878	2003-03-03
AY364508	Drosophila mojavensis strain MJS 147.2F alcohol dehydrogenase-2 (Adh2) gene, complete cds.	7230		880	2004-01-30
M55545	Drosophila subobscura alchohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.	7241		3980	1992-04-30
AY154853	Drosophila arizonae strain AR00 4 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7263		880	2003-03-03
AB932647	Drosophila arawakana Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2261.03.	30017		838	2014-10-26
AB194428	Drosophila merina Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	300357		1800	2005-05-07
AF045114	Drosophila sturtevanti strain 14043-0871.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	30047		405	1998-06-02
AF045120	Drosophila neocordata strain 14041-0831.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	30039		405	1998-06-02
AY154873	Drosophila mojavensis strain MJBC 115.4 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230		880	2003-03-03
AF045118	Drosophila prosaltans strain 14045-0901.4 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	30042		405	1998-06-02
AY154871	Drosophila mojavensis strain MJBC 103.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230		880	2003-03-03
AY165542	Drosophila novamexicana alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.	47314		743	2003-05-01
AY154831	Drosophila mojavensis strain MJBC 47.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230		880	2003-03-03
AY154833	Drosophila mojavensis strain MJBC 95.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230		880	2003-03-03
AY154875	Drosophila mojavensis strain MJBC 202.2 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230		878	2003-03-03
AB194424	Drosophila pseudoananassae nigrens Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	296643	nigrens	1779	2005-05-07
AF348878	Drosophila auraria strain WK alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	47315		667	2001-04-16
AF348885	Drosophila subauraria strain SP alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	137068		667	2001-04-16
CK131258	GH27610.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH27610 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/14/2002, mRNA sequence.	7227		607	2003-12-03
CV790484	zaa36c05.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.	7245		726	2004-11-12
CV785893	zaa02h11.y1 D yakuba testes cDNA Drosophila yakuba cDNA 5' similar to SW:ADH_DROTE P28484 ALCOHOL DEHYDROGENASE , mRNA sequence.	7245		467	2004-11-12
BI628420	RH56810.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH56810 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/22/2001, mRNA sequence.	7227		590	2001-09-11
BI571028	RH05837.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05837 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	7227		676	2001-09-07
BI571793	RH07086.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07086 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	7227		530	2001-09-07
BI571034	RH05843.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05843 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	7227		547	2001-09-07
CV042948	dba16c04.x1 Drosophila simulans testis pSport1 library Drosophila simulans cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.	7240		535	2004-08-24
AY695387	Drosophila caribiana alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.	133974		1141	2006-08-01
AA567713	HL01670.5prime HL Drosophila melanogaster head BlueScript Drosophila melanogaster cDNA clone HL01670 5prime similar to M22210: D.melanogaster thermostable FAST alcohol dehydrogenase allele gene, complete cds. DATE:12/18/97, mRNA sequence.	7227		281	1997-09-11
BF501656	AT17045.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT17045 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/09/2001, mRNA sequence.	7227		371	2000-12-07
AA820792	LD24679.5prime LD Drosophila melanogaster embryo pOT2 Drosophila melanogaster cDNA clone LD24679 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/13/2002, mRNA sequence.	7227		587	1998-02-18
AF006568	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.	7234		3465	1997-09-11
AY279326	Drosophila eugracilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.	29029		2675	2004-03-31
X04454	Drosophila melanogaster alcohol dehydrogenase null4 allele	7227		2369	1986-11-18
U64535	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS271 allele, and alcohol dehydrogenase-like protein gene, complete cds.	7237		4594	1996-08-16
X62185	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3498	1992-10-16
X62238	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3479	1992-10-16
X64485	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3472	1992-10-16
M60792	Drosophila mimica alcohol dehydrogenase gene, complete cds.	7270		895	1992-06-06
X62181	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3494	1992-10-16
X62188	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3472	1992-10-16
X62219	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3447	1992-10-16
X62201	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3479	1992-10-16
X64472	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3453	1992-10-16
X64477	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3506	1992-10-16
X62213	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3463	1992-10-16
AY238776	Drosophila miranda strain MA28 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229		2042	2003-04-08
AB026527	Drosophila lutescens gene for alcohol dehydrogenase, partial cds.	51159		840	1999-10-29
GQ376037	Drosophila repleta alcohol dehydrogenase (ADH) gene, partial cds.	30043		410	2009-08-02
AY750138	Drosophila robusta alcohol dehydrogenase (Adh) gene, partial cds.	7257		911	2005-12-31
EU490429	Drosophila endobranchia alcohol dehydrogenase (Adh) gene, partial cds.	508692		651	2008-03-11
U94197	Drosophila disjuncta alcohol dehydrogenase (Adh) gene, partial cds.	46796		222	1998-02-23
U94198	Drosophila iki alcohol dehydrogenase (Adh) gene, partial cds.	58311		204	1998-02-23
X68160	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS299)	7237		3473	1992-10-08
AY006410	Drosophila hemipeza alcohol dehydrogenase (Adh) gene, partial cds.	46800		510	2001-09-04
AY006420	Drosophila neopicta alcohol dehydrogenase (Adh) gene, partial cds.	47048		510	2001-09-04
AY081441	Drosophila bromeliae alcohol dehydrogenase (Adh) gene, partial cds.	7278		289	2002-08-09
AY081442	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.	30041		283	2002-08-09
AY750142	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.	311479		911	2005-12-31
DQ471658	Drosophila ezoana alcohol dehydrogenase (Adh) gene, partial cds.	47313		711	2006-07-20
DQ471668	Drosophila virilis alcohol dehydrogenase (Adh) gene, partial cds.	7244		711	2006-07-20
HQ631472	Drosophila constricta alcohol dehydrogenase (adh) gene, partial cds.	94112		290	2011-08-30
HQ631481	Drosophila parabipectinata alcohol dehydrogenase (adh) gene, partial cds.	186283		290	2011-08-30
MF908506	Drosophila subpulchrella alcohol dehydrogenase (adh) gene, partial cds.	1486046		763	2018-08-19
X68166	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS316)	7237		3505	1992-10-08
AB026533	Drosophila saltans gene for alcohol dehydrogenase, partial cds.	7273		847	1999-10-29
AY006423	Drosophila setosifrons alcohol dehydrogenase (Adh) gene, partial cds.	46830		510	2001-09-04
AY081443	Drosophila ornatipennis alcohol dehydrogenase (Adh) gene, partial cds.	133996		277	2002-08-09
AY750134	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.	311479		911	2005-12-31
U94194	Drosophila adunca alcohol dehydrogenase (Adh) gene, partial cds.	46893		204	1998-02-23
X68162	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS315)	7237		3482	1992-10-08
AY081439	Drosophila ornatifrons alcohol dehydrogenase (Adh) gene, partial cds.	30031		283	2002-08-09
U26837	Drosophila americana alcohol dehydrogenase (Adh) gene, complete cds.	40366		950	1995-06-22
X68163	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS306)	7237		3489	1992-10-08
Z00033	Drosophila mauritiana alcohol dehydrogenase gene and 5' flanks	7226		1835	1986-07-02
U90954	Drosophila sinobscura alcohol dehydrogenase (Adh) gene, partial cds.	57874		431	1997-11-14
AY238772	Drosophila miranda strain 0101.5 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229		2042	2003-04-08
AY238774	Drosophila miranda strain 0101.9 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229		2042	2003-04-08
AB932677	Drosophila testacea Adh gene for alcohol dehydrogenase, partial cds.	38838		826	2015-01-14
AF260695	Drosophila gymnobasis alcohol dehydrogenase-related protein gene, partial cds.	7267		506	2000-09-20
KM016469	Drosophila simulans isolate KY31 alcohol dehydrogenase-related gene, intron.	7240		478	2014-09-24
KM016472	Drosophila simulans isolate KY01 alcohol dehydrogenase-related gene, intron.	7240		480	2014-09-24
KM016475	Drosophila simulans isolate KY05 alcohol dehydrogenase-related gene, intron.	7240		479	2014-09-24
AB932655	Drosophila falleni Adh gene for alcohol dehydrogenase, partial cds.	7279		810	2014-10-26
AB932660	Drosophila innubila Adh gene for alcohol dehydrogenase, partial cds.	198719		776	2014-10-26
DQ471611	Drosophila americana texana alcohol dehydrogenase (Adh) gene, partial cds.	40372	texana	711	2006-07-20
HQ232351	Drosophila hypercephala isolate c2 alcohol dehydrogenase gene, partial cds.	1052065		437	2011-08-08
X57362	Drosophila simulans (individual d) Adh gene for alcohol dehydrogenase	7240		973	1991-07-17
X57370	Drosophila yakuba (individual f) Adh gene for alcohol dehydrogenase	7245		975	1991-07-17
AB261131	Drosophila formosana Adh gene for alcohol dehydrogenase, partial cds.	157056		839	2007-11-03
AB261137	Drosophila nasuta Adh gene for alcohol dehydrogenase, partial cds.	42062		863	2007-11-03
M60991	Drosophila pseudoobscura bogotana alcohol dehydrogenase (adh) gene, complete cds.	46244	bogotana	3475	1992-01-26
U95259	Drosophila willistoni Guana alcohol dehydrogenase (Adh) gene, complete cds.	7260		1172	1999-01-06
AB033642	Drosophila albomicans Adh mRNA for alcohol dehydrogenase, partial cds.	7291		711	1999-11-16
AB932659	Drosophila histrio Adh gene for alcohol dehydrogenase, partial cds.	198718		840	2015-01-14
AF260691	Drosophila virilis alcohol dehydrogenase-related protein gene, partial cds.	7244		456	2000-09-20
AB261134	Drosophila neohypocausta Adh gene for alcohol dehydrogenase, partial cds.	157057		879	2007-11-03
AY279323	Drosophila erecta alcohol dehydrogenase related (Adhr) gene, partial cds.	7220		319	2004-03-31
X60792	D.melanogaster (strain RI32) Adh gene for alcohol dehydrogenase	7227		1901	1991-10-07
U95273	Drosophila insularis FA alcohol dehydrogenase (Adh) gene, complete cds.	46792		1183	1999-01-06
AB261140	Drosophila maculinotata Adh gene for alcohol dehydrogenase, partial cds.	387622		840	2007-11-03
X57361	Drosophila simulans (individual c) Adh gene for alcohol dehydrogenase	7240		969	1991-07-17
AB154559	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh18.	30033		683	2004-04-01
AF201446	Drosophila simulans isolate MD112 alcohol dehydrogenase (Adhr) gene, intron 1.	7240		481	2000-07-03
AY095942	Drosophila kuntzei isolate kun2 alcohol dehydrogenase (Adh) gene, partial cds.	42027		431	2003-05-01
AY335200	Drosophila sturtevanti clone Dsturt2 alcohol dehydrogenase (Adh) gene, partial cds.	30047		792	2003-12-31
DQ471624	Drosophila multidentata strain 55 alcohol dehydrogenase (Adh) gene, partial cds.	381467		711	2006-07-20
JX455212	Drosophila simulans isolate HW03 alcohol dehydrogenase (Adhr) gene, intron 1.	7240		480	2012-09-03
KJ767239	Drosophila melanogaster strain Samarkand alcohol dehydrogenase (Adh) gene, partial cds.	7227		872	2014-09-04
KX976496	Drosophila yakuba isolate Yakuba_Tai_18 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
KX976499	Drosophila yakuba isolate Yakuba_Airport_16_5 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
KX976511	Drosophila yakuba isolate Yakuba_1_19 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
LC057197	Drosophila sp. KO4 Adh gene for alcohol dehydrogenase, partial cds.	1660391		822	2019-06-04
M19276	D.simulans alcohol dehydrogenase gene, exons 1,2 and 3.	7240		829	1991-07-26
M60984	Drosophila pseudoobscura (strain AH133) alcohol dehydrogenase (adh) gene, complete cds.	7237		3494	1992-04-30
U95270	Drosophila paulistorum 0771.4 alcohol dehydrogenase (Adh) gene, complete cds.	46793		1168	1999-01-06
AB154546	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh05.	30033		686	2004-04-01
AF201431	Drosophila simulans isolate HW09 alcohol dehydrogenase (Adhr) gene, intron 1.	7240		480	2000-07-03
DQ471648	Drosophila barutani strain 245 alcohol dehydrogenase (Adh) gene, partial cds.	381452		711	2006-07-20
HQ110516	Drosophila prosaltans isolate D_Pros_c2 alcohol dehydrogenase (Adh) gene, partial cds.	30042		859	2011-05-06
HQ110517	Drosophila prosaltans isolate D_pros_c3 alcohol dehydrogenase (Adh) gene, partial cds.	30042		828	2011-05-06
KX976503	Drosophila yakuba isolate Yakuba_SN_Cascade_22 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
KX976508	Drosophila yakuba isolate Yakuba_COST_1235_3 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
KX976510	Drosophila yakuba isolate Yakuba_OBAT_1200_5 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
M60982	Drosophila pseudoobscura (strain AH100) alcohol dehydrogenase adh gene, complete cds.	7237		3472	1992-04-30
AB154545	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh04.	30033		683	2004-04-01
AB154563	Drosophila lini gene for alcohol dehydrogenase, partial cds, isolate:DliniAdh.	74550		698	2004-04-01
AF201426	Drosophila mauritiana isolate BG1 alcohol dehydrogenase (Adhr) gene, intron 1.	7226		478	2000-07-03
AF201439	Drosophila simulans isolate SC00 alcohol dehydrogenase (Adhr) gene, intron 1.	7240		485	2000-07-03
AF201444	Drosophila simulans isolate RU259 alcohol dehydrogenase (Adhr) gene, intron 1.	7240		479	2000-07-03
AF284480	Drosophila sechellia strain 24 alcohol dehydrogenase (Adh) gene, partial cds.	7238		700	2000-11-02
AY095936	Drosophila limbata isolate lim2 alcohol dehydrogenase (Adh) gene, partial cds.	42028		446	2003-05-01
AY095937	Drosophila transversa isolate tra3 alcohol dehydrogenase (Adh) gene, partial cds.	193351		437	2003-05-01
AY095945	Drosophila curvispina isolate cur2 alcohol dehydrogenase (Adh) gene, partial cds.	126591		443	2003-05-01
AY156524	Drosophila navojoa alcohol dehydrogenase 1 (adh-1) gene, complete cds.	7232		879	2003-03-03
EU532125	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.	46793		542	2010-01-21
KX976514	Drosophila yakuba isolate Yakuba_2_11b alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
M60986	Drosophila pseudoobscura (strain AH144) alcohol dehydrogenase (adh) gene, complete cds.	7237		3463	1992-01-26
AB154547	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh06.	30033		683	2004-04-01
AB154555	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh14.	30033		683	2004-04-01
AF201433	Drosophila simulans isolate NC48 alcohol dehydrogenase (Adhr) gene, intron 1.	7240		479	2000-07-03
KX976509	Drosophila yakuba isolate Yakuba_2_14 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
AY095948	Drosophila unispina isolate uni2 alcohol dehydrogenase (Adh) gene, partial cds.	193352		442	2003-05-01
KX976504	Drosophila yakuba isolate Yakuba_SA_3 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
KX976494	Drosophila yakuba isolate Yakuba_Cascade_21_Combined alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
AB669844	Drosophila malagassya Adh gene for alcohol dehydrogenase, partial cds, strain: J6.	30035		840	2014-01-02
AB669863	Drosophila kikkawai Adh gene for alcohol dehydrogenase, partial cds, strain: HNL123.	30033		832	2014-01-02
AB669870	Drosophila ogumai Adh gene for alcohol dehydrogenase, partial cds, strain: RGN206.	307244		836	2014-01-02
AF136671	Drosophila americana americana G96.11X alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
AF136684	Drosophila americana americana G96.38Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
AF136689	Drosophila americana americana G96.13Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
AF136703	Drosophila americana texana LP97.12 alcohol dehydrogenase (Adh) gene, partial cds.	40372	texana	884	1999-06-03
AF459754	Drosophila ananassae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	7217		290	2002-05-16
AF459774	Drosophila serrata alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	7274		290	2002-05-16
L78927	Drosophila mimica (strain 15292-2561.8) alcohol dehydrogenase gene, partial cds.	7270		822	1996-06-25
